date,competition,season,home_team,away_team,home_goals,away_goals,neutral_site,home_odds,draw_odds,away_odds,home_xg,away_xg,result,actual_outcome_id,source_file
2023-08-27,Premier League 2023-24,2023-24,Newcastle,Liverpool,1,2,False,2.2,3.9,3.03,,,A,2,2324_E0.csv
2023-08-27,Premier League 2023-24,2023-24,Sheffield United,Man City,1,2,False,16.67,7.51,1.18,,,A,2,2324_E0.csv
2023-08-27,Serie A 2023-24,2023-24,Fiorentina,Lecce,2,2,False,1.6,3.96,5.9,,,D,1,2324_I1.csv
2023-08-27,Serie A 2023-24,2023-24,Juventus,Bologna,1,1,False,1.49,4.39,6.86,,,D,1,2324_I1.csv
2023-08-27,Serie A 2023-24,2023-24,Lazio,Genoa,0,1,False,1.58,4.09,5.98,,,A,2,2324_I1.csv
2023-08-27,Serie A 2023-24,2023-24,Napoli,Sassuolo,2,0,False,1.33,5.67,8.6,,,H,0,2324_I1.csv
2023-08-28,La Liga 2023-24,2023-24,Getafe,Alaves,1,0,False,2.28,2.93,3.8,,,H,0,2324_SP1.csv
2023-08-28,La Liga 2023-24,2023-24,Vallecano,Ath Madrid,0,7,False,4.04,3.47,1.97,,,A,2,2324_SP1.csv
2023-08-28,Serie A 2023-24,2023-24,Cagliari,Inter,0,2,False,6.85,4.73,1.45,,,A,2,2324_I1.csv
2023-08-28,Serie A 2023-24,2023-24,Salernitana,Udinese,1,1,False,2.75,3.32,2.62,,,D,1,2324_I1.csv
2023-09-01,La Liga 2022-23,2022-23,Ath Bilbao,Osasuna,0,0,False,1.68,3.69,5.6,,,D,1,2223_SP1.csv
2023-09-01,Serie A 2022-23,2022-23,Bologna,Atalanta,1,2,False,3.42,3.44,2.16,,,A,2,2223_I1.csv
2023-09-01,Serie A 2022-23,2022-23,Verona,Cremonese,2,0,False,2.08,3.38,3.73,,,H,0,2223_I1.csv
2023-09-04,Bundesliga 2022-23,2022-23,Bochum,Stuttgart,2,3,False,3.02,3.44,2.36,,,A,2,2223_D1.csv
2023-09-04,Bundesliga 2022-23,2022-23,Hoffenheim,Schalke 04,2,0,False,1.94,3.8,3.76,,,H,0,2223_D1.csv
2023-09-04,Bundesliga 2022-23,2022-23,M'gladbach,Wolfsburg,2,0,False,2.38,3.65,2.85,,,H,0,2223_D1.csv
2023-09-04,La Liga 2022-23,2022-23,Almeria,Valencia,2,1,False,3.03,3.34,2.41,,,H,0,2223_SP1.csv
2023-09-04,La Liga 2022-23,2022-23,Betis,Cadiz,0,2,False,1.67,3.74,5.64,,,A,2,2223_SP1.csv
2023-09-04,La Liga 2022-23,2022-23,Valladolid,Mallorca,3,3,False,2.57,2.91,3.2,,,D,1,2223_SP1.csv
2023-09-04,La Liga 2022-23,2022-23,Vallecano,Ath Madrid,1,2,False,4.45,3.45,1.89,,,A,2,2223_SP1.csv
2023-09-04,Ligue 1 2022-23,2022-23,Ajaccio,Auxerre,0,3,False,2.83,2.92,2.82,,,A,2,2223_F1.csv
2023-09-04,Ligue 1 2022-23,2022-23,Lorient,Marseille,0,0,False,4.81,4.21,1.65,,,D,1,2223_F1.csv
2023-09-04,Ligue 1 2022-23,2022-23,Lyon,Rennes,3,1,False,2.17,3.49,3.31,,,H,0,2223_F1.csv
2023-09-04,Ligue 1 2022-23,2022-23,Montpellier,Toulouse,1,2,False,2.06,3.69,3.39,,,A,2,2223_F1.csv
2023-09-04,Ligue 1 2022-23,2022-23,Nantes,Monaco,2,2,False,3.79,3.69,1.94,,,D,1,2223_F1.csv
2023-09-04,Ligue 1 2022-23,2022-23,Reims,Brest,1,1,False,1.62,4.05,5.33,,,D,1,2223_F1.csv
2023-09-04,Ligue 1 2022-23,2022-23,Troyes,Clermont,0,2,False,2.75,3.31,2.59,,,A,2,2223_F1.csv
2023-09-04,Premier League 2022-23,2022-23,Leeds,Crystal Palace,1,5,False,2.11,3.41,3.59,,,A,2,2223_E0.csv
2023-09-04,Premier League 2022-23,2022-23,Liverpool,Arsenal,2,2,False,2.79,3.69,2.41,,,D,1,2223_E0.csv
2023-09-12,Bundesliga 2023-24,2023-24,Dortmund,RB Leipzig,2,3,False,2.55,3.89,2.54,,,A,2,2324_D1.csv
2023-09-12,Bundesliga 2023-24,2023-24,Ein Frankfurt,Bayern Munich,5,1,False,8.81,5.82,1.32,,,H,0,2324_D1.csv
2023-09-12,Bundesliga 2023-24,2023-24,Heidenheim,Darmstadt,3,2,False,2.08,3.66,3.48,,,H,0,2324_D1.csv
2023-09-12,Bundesliga 2023-24,2023-24,Union Berlin,M'gladbach,3,1,False,2.15,3.66,3.29,,,H,0,2324_D1.csv
2023-09-12,Bundesliga 2023-24,2023-24,Werder Bremen,Augsburg,2,0,False,2.42,3.71,2.77,,,H,0,2324_D1.csv
2023-09-12,Bundesliga 2023-24,2023-24,Wolfsburg,Freiburg,0,1,False,2.27,3.68,3.03,,,A,2,2324_D1.csv
2023-09-12,La Liga 2023-24,2023-24,Alaves,Las Palmas,0,1,False,2.06,3.17,4.1,,,A,2,2324_SP1.csv
2023-09-12,La Liga 2023-24,2023-24,Betis,Real Madrid,1,1,False,4.26,3.85,1.82,,,D,1,2324_SP1.csv
2023-09-12,La Liga 2023-24,2023-24,Mallorca,Sevilla,1,0,False,2.68,3.16,2.83,,,H,0,2324_SP1.csv
2023-09-12,La Liga 2023-24,2023-24,Villarreal,Sociedad,0,3,False,3.42,3.52,2.14,,,A,2,2324_SP1.csv
2023-09-12,Ligue 1 2023-24,2023-24,Paris SG,Nantes,2,1,False,1.22,6.89,11.82,,,H,0,2324_F1.csv
2023-09-12,Ligue 1 2023-24,2023-24,Rennes,Monaco,1,2,False,2.52,3.66,2.66,,,A,2,2324_F1.csv
2023-09-12,Premier League 2023-24,2023-24,Aston Villa,Arsenal,1,0,False,3.41,3.66,2.11,,,H,0,2324_E0.csv
2023-09-12,Premier League 2023-24,2023-24,Brighton,Burnley,1,1,False,1.5,4.69,6.18,,,D,1,2324_E0.csv
2023-09-12,Premier League 2023-24,2023-24,Crystal Palace,Liverpool,1,2,False,6.12,4.54,1.52,,,A,2,2324_E0.csv
2023-09-12,Premier League 2023-24,2023-24,Man United,Bournemouth,0,3,False,1.55,4.65,5.54,,,A,2,2324_E0.csv
2023-09-12,Premier League 2023-24,2023-24,Sheffield United,Brentford,1,0,False,4.48,3.82,1.8,,,H,0,2324_E0.csv
2023-09-12,Premier League 2023-24,2023-24,Wolves,Nott'm Forest,1,1,False,1.87,3.64,4.34,,,D,1,2324_E0.csv
2023-09-12,Serie A 2023-24,2023-24,Atalanta,Milan,3,2,False,2.53,3.29,2.91,,,H,0,2324_I1.csv
2023-09-12,Serie A 2023-24,2023-24,Inter,Udinese,4,0,False,1.27,6.04,10.9,,,H,0,2324_I1.csv
2023-09-12,Serie A 2023-24,2023-24,Verona,Lazio,1,1,False,4.02,3.43,1.99,,,D,1,2324_I1.csv
2023-09-15,Bundesliga 2023-24,2023-24,Bayern Munich,Leverkusen,2,2,False,1.62,4.66,4.76,,,D,1,2324_D1.csv
2023-09-15,La Liga 2023-24,2023-24,Vallecano,Alaves,2,0,False,2.01,3.2,4.36,,,H,0,2324_SP1.csv
2023-09-15,Ligue 1 2023-24,2023-24,Paris SG,Nice,2,3,False,1.54,4.49,5.81,,,A,2,2324_F1.csv
2023-09-16,Bundesliga 2023-24,2023-24,Bochum,Ein Frankfurt,1,1,False,2.93,3.63,2.35,,,D,1,2324_D1.csv
2023-09-16,Bundesliga 2023-24,2023-24,FC Koln,Hoffenheim,1,3,False,2.22,3.78,3.05,,,A,2,2324_D1.csv
2023-09-16,Bundesliga 2023-24,2023-24,Freiburg,Dortmund,2,4,False,3.16,3.84,2.15,,,A,2,2324_D1.csv
2023-09-16,Bundesliga 2023-24,2023-24,Mainz,Stuttgart,1,3,False,2.55,3.65,2.66,,,A,2,2324_D1.csv
2023-09-16,Bundesliga 2023-24,2023-24,RB Leipzig,Augsburg,3,0,False,1.23,6.98,11.49,,,H,0,2324_D1.csv
2023-09-16,Bundesliga 2023-24,2023-24,Wolfsburg,Union Berlin,2,1,False,2.26,3.47,3.22,,,H,0,2324_D1.csv
2023-09-16,La Liga 2023-24,2023-24,Ath Bilbao,Cadiz,3,0,False,1.55,4.08,6.56,,,H,0,2324_SP1.csv
2023-09-16,La Liga 2023-24,2023-24,Barcelona,Betis,5,0,False,1.37,5.23,7.99,,,H,0,2324_SP1.csv
2023-09-16,La Liga 2023-24,2023-24,Celta,Mallorca,0,1,False,2.05,3.13,4.25,,,A,2,2324_SP1.csv
2023-09-16,La Liga 2023-24,2023-24,Valencia,Ath Madrid,3,0,False,3.82,3.38,2.06,,,H,0,2324_SP1.csv
2023-09-16,Ligue 1 2023-24,2023-24,Lens,Metz,0,1,False,1.5,4.51,6.29,,,A,2,2324_F1.csv
2023-09-16,Ligue 1 2023-24,2023-24,Rennes,Lille,2,2,False,2.13,3.66,3.3,,,D,1,2324_F1.csv
2023-09-16,Premier League 2023-24,2023-24,Aston Villa,Crystal Palace,3,1,False,1.9,3.7,4.07,,,H,0,2324_E0.csv
2023-09-16,Premier League 2023-24,2023-24,Fulham,Luton,1,0,False,1.68,3.96,5.18,,,H,0,2324_E0.csv
2023-09-16,Premier League 2023-24,2023-24,Man United,Brighton,1,3,False,2.21,3.98,2.96,,,A,2,2324_E0.csv
2023-09-16,Premier League 2023-24,2023-24,Newcastle,Brentford,1,0,False,1.53,4.37,6.12,,,H,0,2324_E0.csv
2023-09-16,Premier League 2023-24,2023-24,Tottenham,Sheffield United,2,1,False,1.28,6.1,10.52,,,H,0,2324_E0.csv
2023-09-16,Premier League 2023-24,2023-24,West Ham,Man City,1,3,False,6.57,4.67,1.48,,,A,2,2324_E0.csv
2023-09-16,Premier League 2023-24,2023-24,Wolves,Liverpool,1,3,False,6.64,4.95,1.45,,,A,2,2324_E0.csv
2023-09-16,Serie A 2023-24,2023-24,Genoa,Napoli,2,2,False,5.21,4.03,1.65,,,D,1,2324_I1.csv
2023-09-16,Serie A 2023-24,2023-24,Inter,Milan,5,1,False,2.15,3.52,3.41,,,H,0,2324_I1.csv
2023-09-16,Serie A 2023-24,2023-24,Juventus,Lazio,3,1,False,1.93,3.44,4.24,,,H,0,2324_I1.csv
2023-09-17,Bundesliga 2023-24,2023-24,Darmstadt,M'gladbach,3,3,False,2.96,3.61,2.34,,,D,1,2324_D1.csv
2023-09-17,Bundesliga 2023-24,2023-24,Heidenheim,Werder Bremen,4,2,False,2.35,3.79,2.83,,,H,0,2324_D1.csv
2023-09-17,La Liga 2023-24,2023-24,Getafe,Osasuna,3,2,False,2.6,2.93,3.16,,,H,0,2324_SP1.csv
2023-09-17,La Liga 2023-24,2023-24,Real Madrid,Sociedad,2,1,False,1.67,3.97,5.2,,,H,0,2324_SP1.csv
2023-09-17,La Liga 2023-24,2023-24,Sevilla,Las Palmas,1,0,False,1.64,3.92,5.68,,,H,0,2324_SP1.csv
2023-09-17,La Liga 2023-24,2023-24,Villarreal,Almeria,2,1,False,1.48,4.77,6.36,,,H,0,2324_SP1.csv
2023-09-17,Ligue 1 2023-24,2023-24,Clermont,Nantes,0,1,False,2.0,3.54,3.75,,,A,2,2324_F1.csv
2023-09-17,Ligue 1 2023-24,2023-24,Lorient,Monaco,2,2,False,3.94,3.87,1.87,,,D,1,2324_F1.csv
2023-09-17,Ligue 1 2023-24,2023-24,Lyon,Le Havre,0,0,False,1.69,4.12,4.68,,,D,1,2324_F1.csv
2023-09-17,Ligue 1 2023-24,2023-24,Marseille,Toulouse,0,0,False,1.48,4.72,6.24,,,D,1,2324_F1.csv
2023-09-17,Ligue 1 2023-24,2023-24,Reims,Brest,1,2,False,1.88,3.67,4.12,,,A,2,2324_F1.csv
2023-09-17,Ligue 1 2023-24,2023-24,Strasbourg,Montpellier,2,2,False,2.33,3.54,2.96,,,D,1,2324_F1.csv
2023-09-17,Premier League 2023-24,2023-24,Bournemouth,Chelsea,0,0,False,4.34,3.96,1.79,,,D,1,2324_E0.csv
2023-09-17,Premier League 2023-24,2023-24,Everton,Arsenal,0,1,False,6.07,4.55,1.52,,,A,2,2324_E0.csv
2023-09-17,Serie A 2023-24,2023-24,Cagliari,Udinese,0,0,False,2.88,3.26,2.55,,,D,1,2324_I1.csv
2023-09-17,Serie A 2023-24,2023-24,Fiorentina,Atalanta,3,2,False,2.46,3.52,2.81,,,H,0,2324_I1.csv
2023-09-17,Serie A 2023-24,2023-24,Frosinone,Sassuolo,4,2,False,2.77,3.49,2.51,,,H,0,2324_I1.csv
2023-09-17,Serie A 2023-24,2023-24,Monza,Lecce,1,1,False,2.12,3.4,3.57,,,D,1,2324_I1.csv
2023-09-17,Serie A 2023-24,2023-24,Roma,Empoli,7,0,False,1.43,4.5,7.99,,,H,0,2324_I1.csv
2023-09-18,La Liga 2023-24,2023-24,Granada,Girona,2,4,False,2.71,3.37,2.64,,,A,2,2324_SP1.csv
2023-09-18,Premier League 2023-24,2023-24,Nott'm Forest,Burnley,1,1,False,2.24,3.51,3.22,,,D,1,2324_E0.csv
2023-09-18,Serie A 2023-24,2023-24,Salernitana,Torino,0,3,False,3.51,3.23,2.21,,,A,2,2324_I1.csv
2023-09-18,Serie A 2023-24,2023-24,Verona,Bologna,0,0,False,2.98,3.31,2.44,,,D,1,2324_I1.csv
2023-09-22,Bundesliga 2023-24,2023-24,Stuttgart,Darmstadt,3,1,False,1.38,5.14,7.89,,,H,0,2324_D1.csv
2023-09-22,La Liga 2023-24,2023-24,Alaves,Ath Bilbao,0,2,False,4.07,3.14,2.09,,,A,2,2324_SP1.csv
2023-09-22,Ligue 1 2023-24,2023-24,Monaco,Nice,0,1,False,2.19,3.56,3.22,,,A,2,2324_F1.csv
2023-09-22,Serie A 2023-24,2023-24,Lecce,Genoa,1,0,False,2.46,3.11,3.17,,,H,0,2324_I1.csv
2023-09-22,Serie A 2023-24,2023-24,Salernitana,Frosinone,1,1,False,2.52,3.26,2.95,,,D,1,2324_I1.csv
2023-09-23,Bundesliga 2023-24,2023-24,Augsburg,Mainz,2,1,False,2.59,3.63,2.62,,,H,0,2324_D1.csv
2023-09-23,Bundesliga 2023-24,2023-24,Bayern Munich,Bochum,7,0,False,1.1,11.34,20.92,,,H,0,2324_D1.csv
2023-09-23,Bundesliga 2023-24,2023-24,Dortmund,Wolfsburg,1,0,False,1.69,4.39,4.46,,,H,0,2324_D1.csv
2023-09-23,Bundesliga 2023-24,2023-24,M'gladbach,RB Leipzig,0,1,False,5.07,4.69,1.58,,,A,2,2324_D1.csv
2023-09-23,Bundesliga 2023-24,2023-24,Union Berlin,Hoffenheim,0,2,False,2.12,3.67,3.36,,,A,2,2324_D1.csv
2023-09-23,Bundesliga 2023-24,2023-24,Werder Bremen,FC Koln,2,1,False,2.54,3.62,2.68,,,H,0,2324_D1.csv
2023-09-23,La Liga 2023-24,2023-24,Almeria,Valencia,2,2,False,3.04,3.48,2.34,,,D,1,2324_SP1.csv
2023-09-23,La Liga 2023-24,2023-24,Barcelona,Celta,3,2,False,1.29,5.95,10.23,,,H,0,2324_SP1.csv
2023-09-23,La Liga 2023-24,2023-24,Girona,Mallorca,5,3,False,1.92,3.38,4.42,,,H,0,2324_SP1.csv
2023-09-23,La Liga 2023-24,2023-24,Osasuna,Sevilla,0,0,False,2.55,3.21,2.94,,,D,1,2324_SP1.csv
2023-09-23,Ligue 1 2023-24,2023-24,Brest,Lyon,1,0,False,2.53,3.61,2.65,,,H,0,2324_F1.csv
2023-09-23,Ligue 1 2023-24,2023-24,Nantes,Lorient,5,3,False,2.41,3.39,2.94,,,H,0,2324_F1.csv
2023-09-23,Premier League 2023-24,2023-24,Brentford,Everton,1,3,False,1.8,3.78,4.49,,,A,2,2324_E0.csv
2023-09-23,Premier League 2023-24,2023-24,Burnley,Man United,0,1,False,4.31,4.16,1.75,,,A,2,2324_E0.csv
2023-09-23,Premier League 2023-24,2023-24,Crystal Palace,Fulham,0,0,False,1.95,3.51,4.09,,,D,1,2324_E0.csv
2023-09-23,Premier League 2023-24,2023-24,Luton,Wolves,1,1,False,3.3,3.43,2.23,,,D,1,2324_E0.csv
2023-09-23,Premier League 2023-24,2023-24,Man City,Nott'm Forest,2,0,False,1.15,8.55,18.11,,,H,0,2324_E0.csv
2023-09-23,Serie A 2023-24,2023-24,Lazio,Monza,1,1,False,1.8,3.82,4.42,,,D,1,2324_I1.csv
2023-09-23,Serie A 2023-24,2023-24,Milan,Verona,1,0,False,1.38,4.87,8.61,,,H,0,2324_I1.csv
2023-09-23,Serie A 2023-24,2023-24,Sassuolo,Juventus,4,2,False,4.23,3.93,1.8,,,H,0,2324_I1.csv
2023-09-24,Bundesliga 2023-24,2023-24,Ein Frankfurt,Freiburg,0,0,False,2.09,3.63,3.44,,,D,1,2324_D1.csv
2023-09-24,Bundesliga 2023-24,2023-24,Leverkusen,Heidenheim,4,1,False,1.23,6.98,11.42,,,H,0,2324_D1.csv
2023-09-24,La Liga 2023-24,2023-24,Ath Madrid,Real Madrid,3,1,False,2.83,3.36,2.56,,,H,0,2324_SP1.csv
2023-09-24,La Liga 2023-24,2023-24,Betis,Cadiz,1,1,False,1.85,3.56,4.49,,,D,1,2324_SP1.csv
2023-09-24,La Liga 2023-24,2023-24,Las Palmas,Granada,1,0,False,2.03,3.49,3.77,,,H,0,2324_SP1.csv
2023-09-24,La Liga 2023-24,2023-24,Sociedad,Getafe,4,3,False,1.55,3.77,7.37,,,H,0,2324_SP1.csv
2023-09-24,La Liga 2023-24,2023-24,Vallecano,Villarreal,1,1,False,2.52,3.54,2.74,,,D,1,2324_SP1.csv
2023-09-24,Ligue 1 2023-24,2023-24,Le Havre,Clermont,2,1,False,2.43,3.27,3.0,,,H,0,2324_F1.csv
2023-09-24,Ligue 1 2023-24,2023-24,Lens,Toulouse,2,1,False,1.7,3.97,4.75,,,H,0,2324_F1.csv
2023-09-24,Ligue 1 2023-24,2023-24,Metz,Strasbourg,0,1,False,2.91,3.24,2.51,,,A,2,2324_F1.csv
2023-09-24,Ligue 1 2023-24,2023-24,Montpellier,Rennes,0,0,False,2.65,3.53,2.56,,,D,1,2324_F1.csv
2023-09-24,Ligue 1 2023-24,2023-24,Paris SG,Marseille,4,0,False,1.63,4.34,4.9,,,H,0,2324_F1.csv
2023-09-24,Premier League 2023-24,2023-24,Arsenal,Tottenham,2,2,False,1.7,4.36,4.5,,,D,1,2324_E0.csv
2023-09-24,Premier League 2023-24,2023-24,Brighton,Bournemouth,3,1,False,1.38,5.31,7.58,,,H,0,2324_E0.csv
2023-09-24,Premier League 2023-24,2023-24,Chelsea,Aston Villa,0,1,False,1.91,3.85,3.87,,,A,2,2324_E0.csv
2023-09-24,Premier League 2023-24,2023-24,Liverpool,West Ham,3,1,False,1.39,5.38,7.19,,,H,0,2324_E0.csv
2023-09-24,Premier League 2023-24,2023-24,Sheffield United,Newcastle,0,8,False,7.01,4.78,1.45,,,A,2,2324_E0.csv
2023-09-24,Serie A 2023-24,2023-24,Atalanta,Cagliari,2,0,False,1.39,4.94,7.85,,,H,0,2324_I1.csv
2023-09-24,Serie A 2023-24,2023-24,Bologna,Napoli,0,0,False,3.72,3.64,1.99,,,D,1,2324_I1.csv
2023-09-24,Serie A 2023-24,2023-24,Empoli,Inter,0,1,False,8.92,5.42,1.33,,,A,2,2324_I1.csv
2023-09-24,Serie A 2023-24,2023-24,Torino,Roma,1,1,False,3.07,3.05,2.55,,,D,1,2324_I1.csv
2023-09-24,Serie A 2023-24,2023-24,Udinese,Fiorentina,0,2,False,3.1,3.45,2.3,,,A,2,2324_I1.csv
2023-09-26,La Liga 2023-24,2023-24,Mallorca,Barcelona,2,2,False,6.89,4.38,1.5,,,D,1,2324_SP1.csv
2023-09-26,La Liga 2023-24,2023-24,Sevilla,Almeria,5,1,False,1.67,4.04,5.08,,,H,0,2324_SP1.csv
2023-09-26,Ligue 1 2023-24,2023-24,Lille,Reims,1,2,False,1.94,3.7,3.85,,,A,2,2324_F1.csv
2023-09-26,Serie A 2023-24,2023-24,Juventus,Lecce,1,0,False,1.5,4.27,7.05,,,H,0,2324_I1.csv
2023-09-27,La Liga 2023-24,2023-24,Ath Bilbao,Getafe,2,2,False,1.64,3.7,6.21,,,D,1,2324_SP1.csv
2023-09-27,La Liga 2023-24,2023-24,Cadiz,Vallecano,0,0,False,2.58,3.17,2.95,,,D,1,2324_SP1.csv
2023-09-27,La Liga 2023-24,2023-24,Real Madrid,Las Palmas,2,0,False,1.22,6.92,13.1,,,H,0,2324_SP1.csv
2023-09-27,La Liga 2023-24,2023-24,Valencia,Sociedad,0,1,False,2.65,3.14,2.89,,,A,2,2324_SP1.csv
2023-09-27,La Liga 2023-24,2023-24,Villarreal,Girona,1,2,False,2.23,3.66,3.12,,,A,2,2324_SP1.csv
2023-09-27,Serie A 2023-24,2023-24,Cagliari,Milan,1,3,False,5.43,3.89,1.66,,,A,2,2324_I1.csv
2023-09-27,Serie A 2023-24,2023-24,Empoli,Salernitana,1,0,False,2.34,3.27,3.22,,,H,0,2324_I1.csv
2023-09-27,Serie A 2023-24,2023-24,Inter,Sassuolo,1,2,False,1.33,5.72,8.57,,,A,2,2324_I1.csv
2023-09-27,Serie A 2023-24,2023-24,Lazio,Torino,2,0,False,2.15,3.32,3.61,,,H,0,2324_I1.csv
2023-09-27,Serie A 2023-24,2023-24,Napoli,Udinese,4,1,False,1.38,5.08,8.39,,,H,0,2324_I1.csv
2023-09-27,Serie A 2023-24,2023-24,Verona,Atalanta,0,1,False,4.43,3.73,1.82,,,A,2,2324_I1.csv
2023-09-28,La Liga 2023-24,2023-24,Celta,Alaves,1,1,False,1.71,3.57,5.6,,,D,1,2324_SP1.csv
2023-09-28,La Liga 2023-24,2023-24,Granada,Betis,1,1,False,3.04,3.45,2.36,,,D,1,2324_SP1.csv
2023-09-28,La Liga 2023-24,2023-24,Osasuna,Ath Madrid,0,2,False,3.53,3.43,2.14,,,A,2,2324_SP1.csv
2023-09-28,Serie A 2023-24,2023-24,Frosinone,Fiorentina,1,1,False,3.7,3.64,2.0,,,D,1,2324_I1.csv
2023-09-28,Serie A 2023-24,2023-24,Genoa,Roma,4,1,False,3.76,3.25,2.12,,,H,0,2324_I1.csv
2023-09-28,Serie A 2023-24,2023-24,Monza,Bologna,0,0,False,2.42,3.34,2.99,,,D,1,2324_I1.csv
2023-09-29,Bundesliga 2023-24,2023-24,Hoffenheim,Dortmund,1,3,False,3.11,4.13,2.11,,,A,2,2324_D1.csv
2023-09-29,La Liga 2023-24,2023-24,Barcelona,Sevilla,1,0,False,1.38,5.35,7.92,,,H,0,2324_SP1.csv
2023-09-29,Ligue 1 2023-24,2023-24,Strasbourg,Lens,0,1,False,3.55,3.46,2.12,,,A,2,2324_F1.csv
2023-09-30,Bundesliga 2023-24,2023-24,Bochum,M'gladbach,1,3,False,2.33,3.79,2.88,,,A,2,2324_D1.csv
2023-09-30,Bundesliga 2023-24,2023-24,FC Koln,Stuttgart,0,2,False,2.85,3.65,2.42,,,A,2,2324_D1.csv
2023-09-30,Bundesliga 2023-24,2023-24,Heidenheim,Union Berlin,1,0,False,3.07,3.65,2.27,,,H,0,2324_D1.csv
2023-09-30,Bundesliga 2023-24,2023-24,Mainz,Leverkusen,0,3,False,5.65,4.64,1.54,,,A,2,2324_D1.csv
2023-09-30,Bundesliga 2023-24,2023-24,RB Leipzig,Bayern Munich,2,2,False,3.56,4.21,1.93,,,D,1,2324_D1.csv
2023-09-30,Bundesliga 2023-24,2023-24,Wolfsburg,Ein Frankfurt,2,0,False,2.11,3.55,3.51,,,H,0,2324_D1.csv
2023-09-30,La Liga 2023-24,2023-24,Getafe,Villarreal,0,0,False,2.93,3.25,2.56,,,D,1,2324_SP1.csv
2023-09-30,La Liga 2023-24,2023-24,Girona,Real Madrid,0,3,False,3.57,3.92,1.98,,,A,2,2324_SP1.csv
2023-09-30,La Liga 2023-24,2023-24,Sociedad,Ath Bilbao,3,0,False,2.24,3.25,3.49,,,H,0,2324_SP1.csv
2023-09-30,La Liga 2023-24,2023-24,Vallecano,Mallorca,2,2,False,2.18,3.15,3.79,,,D,1,2324_SP1.csv
2023-09-30,Ligue 1 2023-24,2023-24,Clermont,Paris SG,0,0,False,6.78,4.77,1.45,,,D,1,2324_F1.csv
2023-09-30,Ligue 1 2023-24,2023-24,Monaco,Marseille,3,2,False,2.2,3.82,3.06,,,H,0,2324_F1.csv
2023-09-30,Premier League 2023-24,2023-24,Aston Villa,Brighton,6,1,False,2.56,3.92,2.55,,,H,0,2324_E0.csv
2023-09-30,Premier League 2023-24,2023-24,Bournemouth,Arsenal,0,4,False,5.77,4.68,1.53,,,A,2,2324_E0.csv
2023-09-30,Premier League 2023-24,2023-24,Everton,Luton,1,2,False,1.61,3.94,6.06,,,A,2,2324_E0.csv
2023-09-30,Premier League 2023-24,2023-24,Man United,Crystal Palace,0,1,False,1.57,4.3,5.89,,,A,2,2324_E0.csv
2023-09-30,Premier League 2023-24,2023-24,Newcastle,Burnley,2,0,False,1.33,5.62,9.22,,,H,0,2324_E0.csv
2023-09-30,Premier League 2023-24,2023-24,Tottenham,Liverpool,2,1,False,2.96,4.03,2.21,,,H,0,2324_E0.csv
2023-09-30,Premier League 2023-24,2023-24,West Ham,Sheffield United,2,0,False,1.45,4.79,7.1,,,H,0,2324_E0.csv
2023-09-30,Premier League 2023-24,2023-24,Wolves,Man City,2,1,False,9.2,5.65,1.33,,,H,0,2324_E0.csv
2023-09-30,Serie A 2023-24,2023-24,Lecce,Napoli,0,4,False,4.73,3.8,1.76,,,A,2,2324_I1.csv
2023-09-30,Serie A 2023-24,2023-24,Milan,Lazio,2,0,False,1.77,3.7,4.84,,,H,0,2324_I1.csv
2023-09-30,Serie A 2023-24,2023-24,Salernitana,Inter,0,4,False,7.79,4.78,1.42,,,A,2,2324_I1.csv
2023-10-02,Bundesliga 2022-23,2022-23,Schalke 04,Wolfsburg,0,0,False,3.8,3.69,1.97,,,D,1,2223_D1.csv
2023-10-02,La Liga 2022-23,2022-23,Cadiz,Girona,2,0,False,3.06,3.18,2.5,,,H,0,2223_SP1.csv
2023-10-02,Ligue 1 2022-23,2022-23,Nice,Ajaccio,3,0,False,1.58,3.82,6.6,,,H,0,2223_F1.csv
2023-10-02,Serie A 2022-23,2022-23,Milan,Torino,1,0,False,1.83,3.5,4.81,,,H,0,2223_I1.csv
2023-10-03,Bundesliga 2022-23,2022-23,FC Koln,Bochum,0,2,False,1.76,3.78,4.73,,,A,2,2223_D1.csv
2023-10-03,La Liga 2022-23,2022-23,Cadiz,Getafe,2,2,False,2.52,2.85,3.38,,,D,1,2223_SP1.csv
2023-10-03,Ligue 1 2022-23,2022-23,Lille,Lyon,3,3,False,1.92,3.76,3.88,,,D,1,2223_F1.csv
2023-10-03,Serie A 2022-23,2022-23,Spezia,Inter,2,1,False,7.7,4.72,1.42,,,H,0,2223_I1.csv
2023-10-04,La Liga 2022-23,2022-23,Barcelona,Girona,0,0,False,1.3,5.62,10.2,,,D,1,2223_SP1.csv
2023-10-11,Bundesliga 2023-24,2023-24,M'gladbach,Wolfsburg,4,0,False,2.38,3.76,2.82,,,H,0,2324_D1.csv
2023-10-11,La Liga 2023-24,2023-24,Ath Bilbao,Celta,4,3,False,1.68,4.05,5.07,,,H,0,2324_SP1.csv
2023-10-11,Ligue 1 2023-24,2023-24,Montpellier,Nice,0,0,False,3.56,3.37,2.14,,,D,1,2324_F1.csv
2023-10-11,Serie A 2023-24,2023-24,Genoa,Verona,1,0,False,1.95,3.28,4.49,,,H,0,2324_I1.csv
2023-10-11,Serie A 2023-24,2023-24,Sassuolo,Salernitana,2,2,False,1.69,4.14,4.8,,,D,1,2324_I1.csv
