date,competition,season,home_team,away_team,home_goals,away_goals,neutral_site,home_odds,draw_odds,away_odds,home_xg,away_xg,result,actual_outcome_id,source_file
2022-01-09,Premier League 2022-23,2022-23,Leicester,Man United,0,1,False,3.41,3.81,2.07,,,A,2,2223_E0.csv
2022-01-09,Serie A 2022-23,2022-23,Atalanta,Torino,3,1,False,1.71,3.94,4.95,,,H,0,2223_I1.csv
2022-01-09,Serie A 2022-23,2022-23,Bologna,Salernitana,1,1,False,1.88,3.57,4.26,,,D,1,2223_I1.csv
2022-01-10,Bundesliga 2022-23,2022-23,Ein Frankfurt,Union Berlin,2,0,False,2.27,3.44,3.21,,,H,0,2223_D1.csv
2022-01-10,Bundesliga 2022-23,2022-23,FC Koln,Dortmund,3,2,False,3.28,3.84,2.09,,,H,0,2223_D1.csv
2022-01-10,Bundesliga 2022-23,2022-23,Freiburg,Mainz,2,1,False,2.1,3.57,3.48,,,H,0,2223_D1.csv
2022-01-10,Bundesliga 2022-23,2022-23,RB Leipzig,Bochum,4,0,False,1.24,6.62,11.29,,,H,0,2223_D1.csv
2022-01-10,Bundesliga 2022-23,2022-23,Werder Bremen,M'gladbach,5,1,False,2.58,3.76,2.56,,,H,0,2223_D1.csv
2022-01-10,Bundesliga 2022-23,2022-23,Wolfsburg,Stuttgart,3,2,False,2.38,3.47,2.99,,,H,0,2223_D1.csv
2022-01-10,La Liga 2022-23,2022-23,Cadiz,Villarreal,0,0,False,5.68,3.97,1.62,,,D,1,2223_SP1.csv
2022-01-10,La Liga 2022-23,2022-23,Getafe,Valladolid,2,3,False,2.31,3.1,3.45,,,A,2,2223_SP1.csv
2022-01-10,La Liga 2022-23,2022-23,Mallorca,Barcelona,0,1,False,8.63,5.3,1.35,,,A,2,2223_SP1.csv
2022-01-10,La Liga 2022-23,2022-23,Sevilla,Ath Madrid,0,2,False,3.05,3.19,2.49,,,A,2,2223_SP1.csv
2022-01-10,Ligue 1 2022-23,2022-23,Paris SG,Nice,2,1,False,1.17,8.29,15.35,,,H,0,2223_F1.csv
2022-01-10,Ligue 1 2022-23,2022-23,Strasbourg,Rennes,1,3,False,2.99,3.5,2.35,,,A,2,2223_F1.csv
2022-01-10,Premier League 2022-23,2022-23,Arsenal,Tottenham,3,1,False,2.08,3.7,3.48,,,H,0,2223_E0.csv
2022-01-10,Premier League 2022-23,2022-23,Bournemouth,Brentford,0,0,False,3.36,3.44,2.21,,,D,1,2223_E0.csv
2022-01-10,Premier League 2022-23,2022-23,Crystal Palace,Chelsea,1,2,False,4.29,3.57,1.9,,,A,2,2223_E0.csv
2022-01-10,Premier League 2022-23,2022-23,Fulham,Newcastle,1,4,False,3.04,3.46,2.37,,,A,2,2223_E0.csv
2022-01-10,Premier League 2022-23,2022-23,Liverpool,Brighton,3,3,False,1.37,5.33,8.25,,,D,1,2223_E0.csv
2022-01-10,Premier League 2022-23,2022-23,Southampton,Everton,1,2,False,2.19,3.41,3.44,,,A,2,2223_E0.csv
2022-01-10,Premier League 2022-23,2022-23,West Ham,Wolves,2,0,False,1.96,3.48,4.12,,,H,0,2223_E0.csv
2022-01-10,Serie A 2022-23,2022-23,Empoli,Milan,1,3,False,5.47,4.13,1.61,,,A,2,2223_I1.csv
2022-01-10,Serie A 2022-23,2022-23,Inter,Roma,1,2,False,2.08,3.5,3.61,,,A,2,2223_I1.csv
2022-01-10,Serie A 2022-23,2022-23,Napoli,Torino,3,1,False,1.6,4.13,5.57,,,H,0,2223_I1.csv
2022-02-09,Bundesliga 2022-23,2022-23,Dortmund,Hoffenheim,1,0,False,1.66,4.54,4.59,,,H,0,2223_D1.csv
2022-02-09,La Liga 2022-23,2022-23,Celta,Cadiz,3,0,False,1.67,3.65,5.93,,,H,0,2223_SP1.csv
2022-02-10,Bundesliga 2022-23,2022-23,Hertha,Hoffenheim,1,1,False,2.82,3.73,2.37,,,D,1,2223_D1.csv
2022-02-10,Bundesliga 2022-23,2022-23,Schalke 04,Augsburg,2,3,False,1.98,3.66,3.76,,,A,2,2223_D1.csv
2022-02-10,La Liga 2022-23,2022-23,Celta,Betis,1,0,False,2.48,3.37,2.9,,,H,0,2223_SP1.csv
2022-02-10,La Liga 2022-23,2022-23,Espanol,Valencia,2,2,False,2.72,3.26,2.7,,,D,1,2223_SP1.csv
2022-02-10,La Liga 2022-23,2022-23,Girona,Sociedad,3,5,False,3.26,3.24,2.32,,,A,2,2223_SP1.csv
2022-02-10,La Liga 2022-23,2022-23,Real Madrid,Osasuna,1,1,False,1.33,5.48,9.22,,,D,1,2223_SP1.csv
2022-02-10,Ligue 1 2022-23,2022-23,Ajaccio,Clermont,1,3,False,2.24,3.16,3.53,,,A,2,2223_F1.csv
2022-02-10,Ligue 1 2022-23,2022-23,Auxerre,Brest,1,1,False,2.69,3.46,2.6,,,D,1,2223_F1.csv
2022-02-10,Ligue 1 2022-23,2022-23,Lens,Lyon,1,0,False,2.54,3.75,2.61,,,H,0,2223_F1.csv
2022-02-10,Ligue 1 2022-23,2022-23,Lorient,Lille,2,1,False,2.86,3.62,2.38,,,H,0,2223_F1.csv
2022-02-10,Ligue 1 2022-23,2022-23,Monaco,Nantes,4,1,False,1.55,4.44,5.6,,,H,0,2223_F1.csv
2022-02-10,Ligue 1 2022-23,2022-23,Toulouse,Montpellier,4,2,False,1.92,3.8,3.82,,,H,0,2223_F1.csv
2022-02-10,Ligue 1 2022-23,2022-23,Troyes,Reims,2,2,False,2.51,3.38,2.83,,,D,1,2223_F1.csv
2022-02-10,Premier League 2022-23,2022-23,Leeds,Aston Villa,0,0,False,2.36,3.46,3.03,,,D,1,2223_E0.csv
2022-02-10,Premier League 2022-23,2022-23,Man City,Man United,6,3,False,1.35,5.7,8.0,,,H,0,2223_E0.csv
2022-02-10,Serie A 2022-23,2022-23,Atalanta,Fiorentina,1,0,False,1.97,3.56,3.88,,,H,0,2223_I1.csv
2022-02-10,Serie A 2022-23,2022-23,Juventus,Bologna,3,0,False,1.51,4.3,6.48,,,H,0,2223_I1.csv
2022-02-10,Serie A 2022-23,2022-23,Lazio,Spezia,4,0,False,1.4,4.96,7.65,,,H,0,2223_I1.csv
2022-02-10,Serie A 2022-23,2022-23,Lecce,Cremonese,1,1,False,2.08,3.47,3.6,,,D,1,2223_I1.csv
2022-02-10,Serie A 2022-23,2022-23,Sampdoria,Monza,0,3,False,2.32,3.34,3.16,,,A,2,2223_I1.csv
2022-02-10,Serie A 2022-23,2022-23,Sassuolo,Salernitana,5,0,False,2.04,3.68,3.5,,,H,0,2223_I1.csv
2022-03-09,Bundesliga 2022-23,2022-23,Bochum,Werder Bremen,0,2,False,2.92,3.65,2.35,,,A,2,2223_D1.csv
2022-03-09,Bundesliga 2022-23,2022-23,Ein Frankfurt,RB Leipzig,4,0,False,3.56,3.74,2.03,,,H,0,2223_D1.csv
2022-03-09,Bundesliga 2022-23,2022-23,Leverkusen,Freiburg,2,3,False,1.92,3.88,3.81,,,A,2,2223_D1.csv
2022-03-09,Bundesliga 2022-23,2022-23,Stuttgart,Schalke 04,1,1,False,1.78,4.01,4.32,,,D,1,2223_D1.csv
2022-03-09,Bundesliga 2022-23,2022-23,Union Berlin,Bayern Munich,1,1,False,7.43,5.54,1.38,,,D,1,2223_D1.csv
2022-03-09,Bundesliga 2022-23,2022-23,Wolfsburg,FC Koln,2,4,False,2.12,3.52,3.49,,,A,2,2223_D1.csv
2022-03-09,La Liga 2022-23,2022-23,Mallorca,Girona,1,1,False,2.17,3.16,3.79,,,D,1,2223_SP1.csv
2022-03-09,La Liga 2022-23,2022-23,Real Madrid,Betis,2,1,False,1.43,5.13,6.82,,,H,0,2223_SP1.csv
2022-03-09,La Liga 2022-23,2022-23,Sevilla,Barcelona,0,3,False,4.48,3.74,1.82,,,A,2,2223_SP1.csv
2022-03-09,La Liga 2022-23,2022-23,Sociedad,Ath Madrid,1,1,False,2.96,3.17,2.58,,,D,1,2223_SP1.csv
2022-03-09,Ligue 1 2022-23,2022-23,Auxerre,Marseille,0,2,False,4.7,4.04,1.71,,,A,2,2223_F1.csv
2022-03-09,Ligue 1 2022-23,2022-23,Lyon,Angers,5,0,False,1.3,5.93,9.35,,,H,0,2223_F1.csv
2022-03-09,Ligue 1 2022-23,2022-23,Nantes,Paris SG,0,3,False,9.6,6.27,1.28,,,A,2,2223_F1.csv
2022-03-09,Premier League 2022-23,2022-23,Aston Villa,Man City,1,1,False,8.75,5.63,1.34,,,D,1,2223_E0.csv
2022-03-09,Premier League 2022-23,2022-23,Brentford,Leeds,5,2,False,2.17,3.59,3.33,,,H,0,2223_E0.csv
2022-03-09,Premier League 2022-23,2022-23,Chelsea,West Ham,2,1,False,1.55,4.38,6.03,,,H,0,2223_E0.csv
2022-03-09,Premier League 2022-23,2022-23,Everton,Liverpool,0,0,False,7.77,5.06,1.4,,,D,1,2223_E0.csv
2022-03-09,Premier League 2022-23,2022-23,Newcastle,Crystal Palace,0,0,False,2.05,3.48,3.8,,,D,1,2223_E0.csv
2022-03-09,Premier League 2022-23,2022-23,Nott'm Forest,Bournemouth,2,3,False,2.02,3.47,3.89,,,A,2,2223_E0.csv
2022-03-09,Premier League 2022-23,2022-23,Tottenham,Fulham,2,1,False,1.49,4.62,6.54,,,H,0,2223_E0.csv
2022-03-09,Premier League 2022-23,2022-23,Wolves,Southampton,1,0,False,2.24,3.4,3.33,,,H,0,2223_E0.csv
2022-03-09,Serie A 2022-23,2022-23,Fiorentina,Juventus,1,1,False,3.06,3.22,2.46,,,D,1,2223_I1.csv
2022-03-09,Serie A 2022-23,2022-23,Lazio,Napoli,1,2,False,2.93,3.56,2.38,,,A,2,2223_I1.csv
2022-03-09,Serie A 2022-23,2022-23,Milan,Inter,3,2,False,2.79,3.3,2.63,,,H,0,2223_I1.csv
2022-03-10,La Liga 2022-23,2022-23,Vallecano,Elche,2,1,False,1.73,3.68,5.13,,,H,0,2223_SP1.csv
2022-03-10,Premier League 2022-23,2022-23,Leicester,Nott'm Forest,4,0,False,1.76,4.05,4.41,,,H,0,2223_E0.csv
2022-03-10,Serie A 2022-23,2022-23,Verona,Udinese,1,2,False,3.1,3.51,2.27,,,A,2,2223_I1.csv
2022-04-09,Bundesliga 2022-23,2022-23,Augsburg,Hertha,0,2,False,2.54,3.37,2.84,,,A,2,2223_D1.csv
2022-04-09,Bundesliga 2022-23,2022-23,M'gladbach,Mainz,0,1,False,2.23,3.7,3.08,,,A,2,2223_D1.csv
2022-04-09,La Liga 2022-23,2022-23,Ath Bilbao,Espanol,0,1,False,1.57,3.98,6.46,,,A,2,2223_SP1.csv
2022-04-09,La Liga 2022-23,2022-23,Osasuna,Vallecano,2,1,False,2.06,3.13,4.23,,,H,0,2223_SP1.csv
2022-04-09,La Liga 2022-23,2022-23,Valencia,Getafe,5,1,False,1.96,3.2,4.52,,,H,0,2223_SP1.csv
2022-04-09,La Liga 2022-23,2022-23,Villarreal,Elche,4,0,False,1.35,5.08,9.56,,,H,0,2223_SP1.csv
2022-04-09,Ligue 1 2022-23,2022-23,Ajaccio,Lorient,0,1,False,2.46,3.22,3.02,,,A,2,2223_F1.csv
2022-04-09,Ligue 1 2022-23,2022-23,Brest,Strasbourg,1,1,False,2.83,3.4,2.5,,,D,1,2223_F1.csv
2022-04-09,Ligue 1 2022-23,2022-23,Clermont,Toulouse,2,0,False,2.94,3.33,2.45,,,H,0,2223_F1.csv
2022-04-09,Ligue 1 2022-23,2022-23,Montpellier,Lille,1,3,False,3.29,3.68,2.13,,,A,2,2223_F1.csv
2022-04-09,Ligue 1 2022-23,2022-23,Nice,Monaco,0,1,False,2.78,3.58,2.46,,,A,2,2223_F1.csv
2022-04-09,Ligue 1 2022-23,2022-23,Reims,Lens,1,1,False,3.13,3.51,2.26,,,D,1,2223_F1.csv
2022-04-09,Ligue 1 2022-23,2022-23,Troyes,Rennes,1,1,False,4.21,3.79,1.83,,,D,1,2223_F1.csv
2022-04-09,Premier League 2022-23,2022-23,Brighton,Leicester,5,2,False,1.87,3.6,4.43,,,H,0,2223_E0.csv
2022-04-09,Premier League 2022-23,2022-23,Man United,Arsenal,3,1,False,2.61,3.55,2.67,,,H,0,2223_E0.csv
2022-04-09,Serie A 2022-23,2022-23,Cremonese,Sassuolo,0,0,False,3.05,3.53,2.31,,,D,1,2223_I1.csv
2022-04-09,Serie A 2022-23,2022-23,Spezia,Bologna,2,2,False,3.04,3.27,2.45,,,D,1,2223_I1.csv
2022-04-09,Serie A 2022-23,2022-23,Udinese,Roma,4,0,False,4.01,3.68,1.92,,,H,0,2223_I1.csv
2022-04-09,Serie A 2022-23,2022-23,Verona,Sampdoria,2,1,False,2.06,3.53,3.64,,,H,0,2223_I1.csv
2022-04-11,Bundesliga 2022-23,2022-23,M'gladbach,Stuttgart,3,1,False,2.21,3.76,3.1,,,H,0,2223_D1.csv
2022-04-11,La Liga 2022-23,2022-23,Girona,Ath Bilbao,2,1,False,3.84,3.55,1.99,,,H,0,2223_SP1.csv
2022-04-11,Ligue 1 2022-23,2022-23,Troyes,Auxerre,1,1,False,1.96,3.55,3.93,,,D,1,2223_F1.csv
2022-04-11,Serie A 2022-23,2022-23,Udinese,Lecce,1,1,False,1.65,3.85,5.66,,,D,1,2223_I1.csv
2022-05-08,Bundesliga 2022-23,2022-23,Ein Frankfurt,Bayern Munich,1,6,False,5.82,4.96,1.49,,,A,2,2223_D1.csv
2022-05-08,Ligue 1 2022-23,2022-23,Lyon,Ajaccio,2,1,False,1.32,5.35,9.65,,,H,0,2223_F1.csv
2022-05-08,Premier League 2022-23,2022-23,Crystal Palace,Arsenal,0,2,False,4.39,3.59,1.88,,,A,2,2223_E0.csv
2022-05-09,La Liga 2022-23,2022-23,Valladolid,Almeria,1,0,False,2.34,3.3,3.19,,,H,0,2223_SP1.csv
2022-05-09,Serie A 2022-23,2022-23,Monza,Atalanta,0,2,False,5.64,4.3,1.58,,,A,2,2223_I1.csv
2022-05-09,Serie A 2022-23,2022-23,Salernitana,Empoli,2,2,False,2.27,3.43,3.21,,,D,1,2223_I1.csv
2022-05-09,Serie A 2022-23,2022-23,Torino,Lecce,1,0,False,1.73,3.7,5.11,,,H,0,2223_I1.csv
2022-05-11,Bundesliga 2022-23,2022-23,Augsburg,Ein Frankfurt,1,2,False,4.4,4.1,1.75,,,A,2,2223_D1.csv
2022-05-11,Bundesliga 2022-23,2022-23,Dortmund,Bochum,3,0,False,1.24,6.56,11.75,,,H,0,2223_D1.csv
2022-05-11,Bundesliga 2022-23,2022-23,Hertha,Bayern Munich,2,3,False,10.21,6.56,1.26,,,A,2,2223_D1.csv
2022-05-11,Bundesliga 2022-23,2022-23,Hoffenheim,RB Leipzig,1,3,False,2.98,3.67,2.3,,,A,2,2223_D1.csv
2022-05-11,Bundesliga 2022-23,2022-23,Mainz,Wolfsburg,0,3,False,2.05,3.64,3.57,,,A,2,2223_D1.csv
2022-05-11,Bundesliga 2022-23,2022-23,Werder Bremen,Schalke 04,2,1,False,1.64,4.35,4.91,,,H,0,2223_D1.csv
2022-05-11,La Liga 2022-23,2022-23,Barcelona,Almeria,2,0,False,1.1,10.92,25.93,,,H,0,2223_SP1.csv
2022-05-11,La Liga 2022-23,2022-23,Celta,Osasuna,1,2,False,2.14,3.34,3.61,,,A,2,2223_SP1.csv
2022-05-11,La Liga 2022-23,2022-23,Getafe,Cadiz,0,0,False,2.2,3.09,3.77,,,D,1,2223_SP1.csv
2022-05-11,La Liga 2022-23,2022-23,Valladolid,Elche,2,1,False,1.82,3.72,4.42,,,H,0,2223_SP1.csv
2022-05-11,Ligue 1 2022-23,2022-23,Ajaccio,Strasbourg,4,2,False,2.8,3.17,2.68,,,H,0,2223_F1.csv
2022-05-11,Ligue 1 2022-23,2022-23,Angers,Lens,1,2,False,4.78,4.01,1.7,,,A,2,2223_F1.csv
2022-05-11,Premier League 2022-23,2022-23,Everton,Leicester,0,2,False,2.43,3.33,3.03,,,A,2,2223_E0.csv
2022-05-11,Premier League 2022-23,2022-23,Leeds,Bournemouth,4,3,False,1.74,3.93,4.73,,,H,0,2223_E0.csv
2022-05-11,Premier League 2022-23,2022-23,Man City,Fulham,2,1,False,1.13,9.74,19.8,,,H,0,2223_E0.csv
2022-05-11,Premier League 2022-23,2022-23,Nott'm Forest,Brentford,2,2,False,2.78,3.39,2.59,,,D,1,2223_E0.csv
2022-05-11,Premier League 2022-23,2022-23,Wolves,Brighton,2,3,False,3.39,3.33,2.24,,,A,2,2223_E0.csv
2022-05-11,Serie A 2022-23,2022-23,Atalanta,Napoli,1,2,False,3.39,3.69,2.1,,,A,2,2223_I1.csv
2022-05-11,Serie A 2022-23,2022-23,Empoli,Sassuolo,1,0,False,2.79,3.48,2.51,,,H,0,2223_I1.csv
2022-05-11,Serie A 2022-23,2022-23,Milan,Spezia,2,1,False,1.22,6.54,13.51,,,H,0,2223_I1.csv
2022-05-11,Serie A 2022-23,2022-23,Salernitana,Cremonese,2,2,False,2.17,3.42,3.43,,,D,1,2223_I1.csv
2022-06-08,Bundesliga 2022-23,2022-23,Augsburg,Freiburg,0,4,False,3.39,3.51,2.15,,,A,2,2223_D1.csv
2022-06-08,Bundesliga 2022-23,2022-23,Bochum,Mainz,1,2,False,3.23,3.42,2.26,,,A,2,2223_D1.csv
2022-06-08,Bundesliga 2022-23,2022-23,Dortmund,Leverkusen,1,0,False,2.06,4.12,3.19,,,H,0,2223_D1.csv
2022-06-08,Bundesliga 2022-23,2022-23,M'gladbach,Hoffenheim,3,1,False,2.14,4.04,3.05,,,H,0,2223_D1.csv
2022-06-08,Bundesliga 2022-23,2022-23,Union Berlin,Hertha,3,1,False,1.77,3.73,4.7,,,H,0,2223_D1.csv
2022-06-08,Bundesliga 2022-23,2022-23,Wolfsburg,Werder Bremen,2,2,False,1.88,3.74,4.06,,,D,1,2223_D1.csv
2022-06-08,Ligue 1 2022-23,2022-23,Clermont,Paris SG,0,5,False,10.06,6.53,1.26,,,A,2,2223_F1.csv
2022-06-08,Ligue 1 2022-23,2022-23,Strasbourg,Monaco,1,2,False,2.6,3.36,2.75,,,A,2,2223_F1.csv
2022-06-08,Premier League 2022-23,2022-23,Bournemouth,Aston Villa,2,0,False,3.8,3.5,2.04,,,H,0,2223_E0.csv
2022-06-08,Premier League 2022-23,2022-23,Everton,Chelsea,0,1,False,5.74,3.96,1.63,,,A,2,2223_E0.csv
2022-06-08,Premier League 2022-23,2022-23,Fulham,Liverpool,2,2,False,10.99,6.05,1.28,,,D,1,2223_E0.csv
2022-06-08,Premier League 2022-23,2022-23,Leeds,Wolves,2,1,False,2.34,3.34,3.18,,,H,0,2223_E0.csv
2022-06-08,Premier League 2022-23,2022-23,Newcastle,Nott'm Forest,2,0,False,1.67,3.8,5.57,,,H,0,2223_E0.csv
2022-06-08,Premier League 2022-23,2022-23,Tottenham,Southampton,4,1,False,1.36,5.27,8.64,,,H,0,2223_E0.csv
2022-06-11,Bundesliga 2022-23,2022-23,Freiburg,FC Koln,2,0,False,1.71,4.0,4.79,,,H,0,2223_D1.csv
2022-06-11,Bundesliga 2022-23,2022-23,Leverkusen,Union Berlin,5,0,False,2.15,3.48,3.43,,,H,0,2223_D1.csv
2022-06-11,La Liga 2022-23,2022-23,Ath Madrid,Espanol,1,1,False,1.45,4.36,7.91,,,D,1,2223_SP1.csv
2022-06-11,La Liga 2022-23,2022-23,Betis,Sevilla,1,1,False,2.18,3.31,3.54,,,D,1,2223_SP1.csv
2022-06-11,La Liga 2022-23,2022-23,Sociedad,Valencia,1,1,False,1.95,3.44,4.18,,,D,1,2223_SP1.csv
2022-06-11,La Liga 2022-23,2022-23,Villarreal,Mallorca,0,2,False,1.61,3.93,5.89,,,A,2,2223_SP1.csv
2022-06-11,Ligue 1 2022-23,2022-23,Clermont,Montpellier,1,1,False,2.4,3.55,2.88,,,D,1,2223_F1.csv
2022-06-11,Ligue 1 2022-23,2022-23,Lille,Rennes,1,1,False,2.46,3.6,2.77,,,D,1,2223_F1.csv
2022-06-11,Ligue 1 2022-23,2022-23,Lorient,Paris SG,1,2,False,10.06,6.36,1.26,,,A,2,2223_F1.csv
2022-06-11,Ligue 1 2022-23,2022-23,Marseille,Lyon,1,0,False,2.23,3.57,3.14,,,H,0,2223_F1.csv
2022-06-11,Ligue 1 2022-23,2022-23,Nice,Brest,1,0,False,1.83,3.72,4.29,,,H,0,2223_F1.csv
2022-06-11,Ligue 1 2022-23,2022-23,Reims,Nantes,1,0,False,2.08,3.5,3.54,,,H,0,2223_F1.csv
2022-06-11,Ligue 1 2022-23,2022-23,Toulouse,Monaco,0,2,False,3.14,3.83,2.14,,,A,2,2223_F1.csv
2022-06-11,Premier League 2022-23,2022-23,Aston Villa,Man United,3,1,False,3.39,3.54,2.15,,,H,0,2223_E0.csv
2022-06-11,Premier League 2022-23,2022-23,Chelsea,Arsenal,0,1,False,2.64,3.42,2.7,,,A,2,2223_E0.csv
2022-06-11,Premier League 2022-23,2022-23,Southampton,Newcastle,1,4,False,4.02,3.66,1.92,,,A,2,2223_E0.csv
2022-06-11,Premier League 2022-23,2022-23,Tottenham,Liverpool,1,2,False,3.28,3.67,2.16,,,A,2,2223_E0.csv
2022-06-11,Premier League 2022-23,2022-23,West Ham,Crystal Palace,1,2,False,1.94,3.49,4.18,,,A,2,2223_E0.csv
2022-06-11,Serie A 2022-23,2022-23,Bologna,Torino,2,1,False,3.05,3.13,2.51,,,H,0,2223_I1.csv
2022-06-11,Serie A 2022-23,2022-23,Juventus,Inter,2,0,False,3.05,3.35,2.39,,,H,0,2223_I1.csv
2022-06-11,Serie A 2022-23,2022-23,Monza,Verona,2,0,False,2.2,3.45,3.32,,,H,0,2223_I1.csv
2022-06-11,Serie A 2022-23,2022-23,Roma,Lazio,0,1,False,2.03,3.52,3.74,,,A,2,2223_I1.csv
2022-06-11,Serie A 2022-23,2022-23,Sampdoria,Fiorentina,0,2,False,4.06,3.49,1.95,,,A,2,2223_I1.csv
2022-07-08,Bundesliga 2022-23,2022-23,FC Koln,Schalke 04,3,1,False,1.73,4.14,4.48,,,H,0,2223_D1.csv
2022-07-08,Bundesliga 2022-23,2022-23,Stuttgart,RB Leipzig,1,1,False,4.35,3.92,1.79,,,D,1,2223_D1.csv
2022-07-08,Ligue 1 2022-23,2022-23,Angers,Nantes,0,0,False,2.73,3.22,2.71,,,D,1,2223_F1.csv
2022-07-08,Ligue 1 2022-23,2022-23,Lens,Brest,3,2,False,1.56,4.43,5.54,,,H,0,2223_F1.csv
2022-07-08,Ligue 1 2022-23,2022-23,Lille,Auxerre,4,1,False,1.72,3.93,4.73,,,H,0,2223_F1.csv
2022-07-08,Ligue 1 2022-23,2022-23,Marseille,Reims,4,1,False,1.57,4.07,6.05,,,H,0,2223_F1.csv
2022-07-08,Ligue 1 2022-23,2022-23,Montpellier,Troyes,3,2,False,2.19,3.42,3.35,,,H,0,2223_F1.csv
2022-07-08,Ligue 1 2022-23,2022-23,Rennes,Lorient,0,1,False,1.34,5.25,8.85,,,A,2,2223_F1.csv
2022-07-08,Ligue 1 2022-23,2022-23,Toulouse,Nice,1,1,False,2.84,3.41,2.49,,,D,1,2223_F1.csv
2022-07-08,Premier League 2022-23,2022-23,Leicester,Brentford,2,2,False,2.03,3.66,3.64,,,D,1,2223_E0.csv
2022-07-08,Premier League 2022-23,2022-23,Man United,Brighton,1,2,False,1.62,4.01,5.68,,,A,2,2223_E0.csv
2022-07-08,Premier League 2022-23,2022-23,West Ham,Man City,0,2,False,8.32,5.25,1.37,,,A,2,2223_E0.csv
2022-07-09,Ligue 1 2022-23,2022-23,Lorient,Lyon,3,1,False,4.62,4.25,1.68,,,H,0,2223_F1.csv
2022-07-10,Bundesliga 2022-23,2022-23,Hoffenheim,Werder Bremen,1,2,False,2.03,3.91,3.42,,,A,2,2223_D1.csv
2022-07-10,La Liga 2022-23,2022-23,Osasuna,Valencia,1,2,False,2.42,3.25,3.11,,,A,2,2223_SP1.csv
2022-07-10,Ligue 1 2022-23,2022-23,Lyon,Toulouse,1,1,False,1.49,4.83,5.96,,,D,1,2223_F1.csv
2022-07-11,La Liga 2022-23,2022-23,Vallecano,Real Madrid,3,2,False,5.2,4.11,1.64,,,H,0,2223_SP1.csv
2022-08-10,Bundesliga 2022-23,2022-23,Augsburg,Wolfsburg,1,1,False,2.96,3.42,2.43,,,D,1,2223_D1.csv
2022-08-10,Bundesliga 2022-23,2022-23,Bochum,Ein Frankfurt,3,0,False,3.87,3.89,1.9,,,H,0,2223_D1.csv
2022-08-10,Bundesliga 2022-23,2022-23,Dortmund,Bayern Munich,2,2,False,4.41,4.7,1.66,,,D,1,2223_D1.csv
2022-08-10,Bundesliga 2022-23,2022-23,Leverkusen,Schalke 04,4,0,False,1.46,4.91,6.53,,,H,0,2223_D1.csv
2022-08-10,Bundesliga 2022-23,2022-23,Mainz,RB Leipzig,1,1,False,3.03,3.58,2.32,,,D,1,2223_D1.csv
2022-08-10,La Liga 2022-23,2022-23,Almeria,Vallecano,3,1,False,3.01,3.24,2.5,,,H,0,2223_SP1.csv
2022-08-10,La Liga 2022-23,2022-23,Ath Madrid,Girona,2,1,False,1.49,4.4,7.0,,,H,0,2223_SP1.csv
2022-08-10,La Liga 2022-23,2022-23,Getafe,Real Madrid,0,1,False,6.64,4.46,1.5,,,A,2,2223_SP1.csv
2022-08-10,La Liga 2022-23,2022-23,Sevilla,Ath Bilbao,1,1,False,3.04,3.3,2.44,,,D,1,2223_SP1.csv
2022-08-10,Ligue 1 2022-23,2022-23,Marseille,Ajaccio,1,2,False,1.36,4.81,9.77,,,A,2,2223_F1.csv
2022-08-10,Ligue 1 2022-23,2022-23,Reims,Paris SG,0,0,False,7.17,5.3,1.39,,,D,1,2223_F1.csv
2022-08-10,Premier League 2022-23,2022-23,Bournemouth,Leicester,2,1,False,3.53,3.63,2.09,,,H,0,2223_E0.csv
2022-08-10,Premier League 2022-23,2022-23,Brighton,Tottenham,0,1,False,2.76,3.47,2.58,,,A,2,2223_E0.csv
2022-08-10,Premier League 2022-23,2022-23,Chelsea,Wolves,3,0,False,1.4,4.82,8.5,,,H,0,2223_E0.csv
2022-08-10,Premier League 2022-23,2022-23,Man City,Southampton,4,0,False,1.12,10.3,21.15,,,H,0,2223_E0.csv
2022-08-10,Premier League 2022-23,2022-23,Newcastle,Brentford,5,1,False,1.8,3.92,4.38,,,H,0,2223_E0.csv
2022-08-10,Serie A 2022-23,2022-23,Bologna,Sampdoria,1,1,False,2.06,3.52,3.63,,,D,1,2223_I1.csv
2022-08-10,Serie A 2022-23,2022-23,Milan,Juventus,2,0,False,2.11,3.38,3.65,,,H,0,2223_I1.csv
2022-08-10,Serie A 2022-23,2022-23,Sassuolo,Inter,1,2,False,4.41,4.18,1.73,,,A,2,2223_I1.csv
2022-08-11,Bundesliga 2022-23,2022-23,Bayern Munich,Werder Bremen,6,1,False,1.15,8.88,16.29,,,H,0,2223_D1.csv
2022-08-11,Bundesliga 2022-23,2022-23,Bochum,M'gladbach,2,1,False,3.25,3.6,2.2,,,H,0,2223_D1.csv
2022-08-11,Bundesliga 2022-23,2022-23,Stuttgart,Hertha,2,1,False,1.96,3.71,3.8,,,H,0,2223_D1.csv
2022-08-11,Bundesliga 2022-23,2022-23,Wolfsburg,Dortmund,2,0,False,3.11,3.58,2.26,,,H,0,2223_D1.csv
2022-08-11,La Liga 2022-23,2022-23,Ath Bilbao,Valladolid,3,0,False,1.42,4.69,7.85,,,H,0,2223_SP1.csv
2022-08-11,La Liga 2022-23,2022-23,Elche,Girona,1,2,False,3.36,3.3,2.26,,,A,2,2223_SP1.csv
2022-08-11,La Liga 2022-23,2022-23,Osasuna,Barcelona,1,2,False,6.13,4.38,1.54,,,A,2,2223_SP1.csv
